"peakId","pvalue","correlation","adjCorrelation"
"hg38:chr1:204078243-204078744",0.000157904963184397,0.0851009806567988,0.0794183780521828
"hg38:chr1:154806825-154807326",0.0997010981160122,0.0167447834257358,0.0106376081675106
"hg38:chr5:159772895-159773396",0.000252890074558959,0.0800429036046189,0.0743288843723494
"hg38:chr7:100130891-100131392",0.466039001764876,0.00330511154899418,-0.00288553993206796
"hg38:chr14:95516394-95516895",2.49835248869704e-08,0.175951575094694,0.170833261896525
"hg38:chr20:44685159-44685660",0.93716370476894,3.87217344497179e-05,-0.00617221788210648
"hg38:chr1:37595769-37596270",0.032174264321986,0.0281878135987706,0.022151713062117
"hg38:chr3:129481683-129482184",0.451528465058913,0.00352529111424661,-0.00266399279187606
"hg38:chr1:154727256-154727757",1.58281487259761e-15,0.326829577509035,0.322648394760644
"hg38:chr18:48607021-48607522",0.660204981212584,0.00120347271365452,-0.00500023242477002
"hg38:chr15:74540785-74541286",6.21377081143546e-05,0.0950828865113123,0.0894622833219416
"hg38:chr3:65811184-65811685",0.813888382569918,0.00034522945459023,-0.00586380638730675
"hg38:chr5:61623350-61623851",0.409527680924646,0.00422883650988495,-0.00195607754905996
"hg38:chr7:78326831-78327332",0.79781843473754,0.00040878557340091,-0.00579985550999415
"hg38:chr11:22829606-22830107",0.692136164172464,0.000976356538788446,-0.00522875925910739
"hg38:chr2:229633443-229633944",5.72398682903279e-06,0.120330591450053,0.11486680630378
"hg38:chr14:85576085-85576586",1.20256367935042e-09,0.205703062486912,0.200769541135899
"hg38:chr19:11639481-11639982",0.606035852917924,0.00165586479575522,-0.0045450304539607
"hg38:chr17:75892646-75893147",0.0631427273660095,0.0212831208084599,0.0152041339811832
"hg38:chr14:101762030-101762531",0.0309714136870502,0.028583467896663,0.0225498248401205
"hg38:chr7:6826004-6826505",0.00041397984424431,0.0747398995691174,0.068992942423584
"hg38:chr15:41904442-41904943",0.00192753487908201,0.058159759676974,0.0523098202960856
"hg38:chr4:14927946-14928447",0.00212249300876205,0.0571215795847865,0.0512651918803442
"hg38:chr10:70233219-70233720",0.441622894494771,0.00368204245241717,-0.00250626784290948
"hg38:chr13:102845548-102846049",1.87373823320094e-05,0.107830303923254,0.102288877239548
"hg38:chr4:52545380-52545881",0.616331667863284,0.001562988210883,-0.0046384839120308
"hg38:chr1:116990620-116991121",0.00247490389087592,0.0554669861684189,0.0496003214862352
"hg38:chr1:155255229-155255730",0.63274994438835,0.0014217227508389,-0.00478062679729245
"hg38:chr13:98225579-98226080",0.0316305463306852,0.0283647336632142,0.0223297320089485
"hg38:chr15:67064858-67065359",0.411756786177539,0.00418882515992237,-0.0019963374167241
"hg38:chr20:301156-301657",0.52608767005346,0.00250116892790189,-0.00369447598558952
"hg38:chr17:38466451-38466952",6.71709784681571e-05,0.0942512531468685,0.0886254845328738
"hg38:chr13:78420767-78421268",0.188282914205168,0.0107270306616564,0.00458247805707044
"hg38:chr18:23237835-23238336",0.783066840131175,0.000472183047971843,-0.00573606426228921
"hg38:chr8:2127339-2127840",0.000577846014481698,0.0711474101416147,0.0653781393971527
"hg38:chrX:150898470-150898971",0.0065735195241535,0.0449748766375819,0.0390430435732189
"hg38:chr19:6403128-6403629",2.47853807941537e-05,0.104865191553979,0.0993053480232581
"hg38:chr1:59714909-59715410",0.830056246920931,0.000286971682991717,-0.00592242600841837
"hg38:chr20:17530840-17531341",0.000121454963303482,0.0879149451945887,0.0822498206305799
"hg38:chr7:52146647-52147148",0.950993243741447,2.35340251871189e-05,-0.006187499924967
"hg38:chr4:140427432-140427933",5.3803445915304e-07,0.144884654858587,0.139573379422926
"hg38:chr12:122028563-122029064",0.00624631060247599,0.0455214301449331,0.039592991822852
"hg38:chr20:17938955-17939456",0.194857963128106,0.0104157056552671,0.0042692193549893
"hg38:chr2:175001508-175002009",0.178475099974372,0.01121552348652,0.00507400499885863
"hg38:chr12:110657679-110658180",0.000692902238866854,0.0691903074816243,0.0634088808200196
"hg38:chr1:9532721-9533222",2.26603543454371e-08,0.176923624529091,0.171811348905048
"hg38:chr17:29089391-29089892",2.033617996215e-05,0.106963002936638,0.101416189290281
"hg38:chr17:72123893-72124394",0.447938172596643,0.00358148664548353,-0.00260744822007247
"hg38:chr22:31496231-31496732",0.523707756830355,0.00253002215876022,-0.00366544354211698
"hg38:chr4:4488330-4488831",0.798118809854699,0.000407545267948628,-0.00580110351920693
"hg38:chr13:36346546-36347047",1.2330414143529e-16,0.347597089088003,0.343544897094761
"hg38:chr4:184397416-184397917",8.63533300072897e-22,0.436262725694647,0.432761251941197
"hg38:chr1:53889643-53890144",0.00186178922238552,0.0585337581447929,0.0526861417357543
"hg38:chr10:72334807-72335308",0.00219210923416043,0.0567738930249127,0.0509153457766203
"hg38:chr1:159188317-159188818",2.70721234420648e-07,0.151917643866581,0.14665005159246
"hg38:chr14:95885900-95886401",2.12708998120705e-06,0.130672996519816,0.12527344991435
"hg38:chr14:68633417-68633918",0.00106085800399093,0.0645978095972594,0.0587878581040746
"hg38:chr2:219452885-219453386",0.00011037043320748,0.0889401217721102,0.0832813647644835
"hg38:chr19:45995037-45995538",0.0112422659806699,0.039249570209728,0.0332821762358754
"hg38:chr4:37678924-37679425",0.0181545004705052,0.0341755752332683,0.0281766657626673
"hg38:chr5:127029381-127029882",0.829308721285108,0.000289541011719036,-0.00591984072112743
"hg38:chr4:107736945-107737446",1.40365433688786e-05,0.110885748683048,0.105363299917104
"hg38:chr15:89874886-89875387",5.17881507680296e-05,0.0970266530367747,0.0914181229314132
"hg38:chr11:131370292-131370793",0.879132546884349,0.000144069715002518,-0.0060662155662707
"hg38:chr11:92588263-92588764",0.0519857422805642,0.0232530226646936,0.0171862712526731
"hg38:chr19:10086047-10086548",0.559890807672877,0.00211546317949957,-0.00408257742187002
"hg38:chr11:30584510-30585011",0.00344106851675576,0.0519201860344978,0.0460314915378177
"hg38:chr4:82559123-82559624",0.00105976359733571,0.0646089395075784,0.0587990571442714
"hg38:chr12:55737129-55737630",0.0510403411105094,0.0234399617972422,0.017374371497846
"hg38:chr9:73095433-73095934",0.000162522333445287,0.0847917357389267,0.0791072123584232
"hg38:chr2:11669909-11670410",1.87558742954312e-05,0.107819858681979,0.102278367120998
"hg38:chr1:204493554-204494055",0.141893413754784,0.0133511098741104,0.00722285589817332
"hg38:chr10:87735178-87735679",7.01221008360263e-05,0.0937920001360191,0.0881633790188516
"hg38:chr15:76995242-76995743",0.834426776425194,0.000272188979068381,-0.00593730053037829
"hg38:chr2:8365414-8365915",0.000818839672012432,0.0673899242076902,0.0615973150412783
"hg38:chr2:232876327-232876828",5.67902692399967e-09,0.190599754727507,0.185572424011529
"hg38:chr20:63949811-63950312",0.0670065239362809,0.0206854575357944,0.0146027585142776
"hg38:chr16:22190750-22191251",3.91298358919802e-09,0.194246805868234,0.189242127643814
"hg38:chr17:76710824-76711325",1.02187097810814e-05,0.11423587824376,0.108734237735957
"hg38:chr20:63973796-63974297",2.41099889446452e-07,0.153099630391375,0.147839379648464
"hg38:chr17:61412282-61412783",0.297800393753851,0.0067312061008053,0.000561834710127114
"hg38:chr5:132813028-132813529",4.3955254932661e-11,0.237053491304553,0.232314693113898
"hg38:chr6:71106154-71106655",0.718950497939748,0.000806527212287215,-0.00539964342614579
"hg38:chr2:73212426-73212927",0.0100949669372049,0.0403948533401175,0.0344345729260809
"hg38:chr18:45879911-45880412",0.684506724700413,0.00102810631357869,-0.0051766880571445
"hg38:chr9:97984572-97985073",0.494329180552662,0.0029059682454743,-0.00328716238654129
"hg38:chr19:40806793-40807294",0.0162368803432024,0.0353534324168302,0.0293618388293572
"hg38:chr12:76719195-76719696",0.000103585026925001,0.0896195254699417,0.0839649883610594
"hg38:chr14:35122281-35122782",0.0872236685432689,0.0180583397585445,0.0119593232353057
"hg38:chr17:35795446-35795947",0.695129820829207,0.000956472179024344,-0.00524876712421148
"hg38:chr8:36170633-36171134",0.00859347666737868,0.042111353824288,0.036161734903942
"hg38:chr11:130861869-130862370",0.0408418172649665,0.0257226858975685,0.0196712740087335
"hg38:chr17:74791435-74791936",0.0110782335220978,0.0394058463947024,0.0334394230803837
"hg38:chr6:109705135-109705636",0.000800914863639415,0.0676285613492608,0.0618374344011195
"hg38:chr11:66480081-66480582",0.397024473655072,0.00445928309926488,-0.00172419961440427
"hg38:chrX:95102103-95102604",0.91784311570061,6.62911382949346e-05,-0.00614447723972806
"hg38:chr18:23207995-23208496",3.2309291333072e-06,0.126316335595457,0.120889728984249
"hg38:chr13:95552402-95552903",0.00451496741580225,0.0490017155207499,0.0430948938780217
"hg38:chr9:84705063-84705564",0.92681129969325,5.25702678317613e-05,-0.00615828333298904
"hg38:chr22:42695227-42695728",0.00045633675809572,0.0736908184240212,0.0679373452465308
"hg38:chr13:41310949-41311450",0.0260172913643789,0.0303994172730675,0.0243770534051984
"hg38:chr22:26569974-26570475",0.607771474875953,0.00163997140984173,-0.00456102255655682
"hg38:chr14:54773927-54774428",0.0059598273360475,0.0460242319902284,0.0400989166609752
"hg38:chr10:80388202-80388703",1.11753526614435e-09,0.20641027333813,0.201481144601099
"hg38:chr6:169724284-169724785",4.11523429410524e-05,0.0994760248232953,0.093882708207291
"hg38:chr1:154429152-154429653",4.05157408607544e-09,0.193906631936635,0.188899840830651
"hg38:chr12:110698198-110698699",2.89862797710267e-05,0.103203025576211,0.0976328580332059
"hg38:chr11:809345-809846",1.21509574913757e-06,0.136483585512265,0.131120129521658
"hg38:chr6:148455758-148456259",0.00773282404391819,0.0432380884194265,0.0372954678506031
"hg38:chr18:44826546-44827047",0.434657742932859,0.00379553234922048,-0.00239207303991479
"hg38:chr12:63668311-63668812",0.927407604072154,5.1714783499732e-05,-0.00615914413088839
"hg38:chr19:47190377-47190878",0.00971488950405841,0.0408035951654589,0.0348458535205238
"hg38:chr21:32569673-32570174",3.16271454679978e-05,0.102276581577686,0.0967006597241308
"hg38:chr5:95646567-95647068",0.00357868874232552,0.051498544298553,0.045607230909103
"hg38:chr17:28952224-28952725",0.254732561606706,0.00804936900760549,0.0018881849641745
"hg38:chr5:38556432-38556933",0.0785245822992793,0.0190996510232896,0.0130071022718813
"hg38:chr6:13101987-13102488",0.00226370857373125,0.0564276672670881,0.0505669695482502
"hg38:chr19:36489340-36489841",0.380713335925817,0.00477605079086619,-0.00140546442161289
"hg38:chr5:14296466-14296967",0.00426840408460293,0.0496047163102447,0.043701640014035
"hg38:chr17:74751497-74751998",4.42046346042319e-14,0.298778705625222,0.294423293858919
"hg38:chr16:48272861-48273362",1.11681313403685e-08,0.18394106030236,0.178872371235914
"hg38:chr15:80825353-80825854",3.24907019514235e-08,0.173329949250987,0.168195352662484
"hg38:chr10:58104403-58104904",0.12814371460107,0.0143191057669303,0.00819686418784295
"hg38:chr11:17353445-17353946",8.00271255005995e-06,0.11680991255621,0.111324259839168
"hg38:chr1:248825772-248826273",2.73145118150517e-08,0.175062308453157,0.169938471859698
"hg38:chr16:11668137-11668638",1.68514202084054e-06,0.133093462650929,0.127708949996587
"hg38:chr4:82797039-82797540",0.0075796059304153,0.0434519208758764,0.0375106284589563
"hg38:chr15:99104717-99105218",0.00105246394216215,0.0646834709130607,0.0588740514777381
"hg38:chr1:240122834-240123335",0.889350881744091,0.000120589888270094,-0.00608984123043631
"hg38:chr2:6073423-6073924",5.74094987392027e-05,0.0959275181319814,0.0903121611017452
"hg38:chr22:46267684-46268185",0.155013457817871,0.012520293473179,0.00638687914692549
"hg38:chr10:50625062-50625563",0.535105967739856,0.00239391449654892,-0.00380239659353462
"hg38:chr1:86914259-86914760",0.972171919632663,7.58199924186364e-06,-0.0062035510318188
"hg38:chr19:29528303-29528804",0.0078674072734913,0.0430537683136527,0.0371100028994517
"hg38:chr14:72186347-72186848",0.273469431579933,0.00744413452478313,0.00127919126096202
"hg38:chr1:243849259-243849760",0.0879150262037997,0.0179804033622674,0.0118809027620331
"hg38:chr2:231451906-231452407",0.144750897814327,0.0131630359777751,0.00703361384099103
"hg38:chr2:179235436-179235937",0.0847854975061673,0.0183385791739948,0.0122413032682433
"hg38:chr21:37563722-37564223",2.75346278820812e-05,0.103748667786568,0.0981818893256153
"hg38:chr6:52310844-52311345",0.00851476917771206,0.0422095384355043,0.036260529357464
"hg38:chrX:15873468-15873969",0.000160370140856415,0.0849347741439147,0.0792511392007093
"hg38:chr18:28522119-28522620",0.806068986077229,0.000375444493399733,-0.00583340367744868
"hg38:chr2:101755068-101755569",1.2497227899447e-17,0.365694521701955,0.361754736122464
"hg38:chr8:31033414-31033915",0.798195433438486,0.000407229195961999,-0.00580142155437364
"hg38:chr6:122180068-122180569",0.0058250020770385,0.0462693645690835,0.0403455718024319
"hg38:chr22:29704475-29704976",4.27236062583758e-05,0.0990770221324598,0.0934812272388726
"hg38:chr10:117609085-117609586",0.290058386183289,0.00694983634302428,0.000781822904161106
"hg38:chr8:30918881-30919382",0.000281443500780062,0.0788926344220213,0.0731714706606675
"hg38:chr1:38614021-38614522",2.72002186135371e-06,0.128112236545436,0.122696784598513
"hg38:chr19:7903500-7904001",0.00134462568881172,0.0620418565524982,0.0562160295745634
"hg38:chr16:85137381-85137882",0.148550389761294,0.0129192868764188,0.00678835077006108
"hg38:chr14:28756148-28756649",0.745909615373335,0.000653990405971367,-0.00555312766604124
"hg38:chr6:2990485-2990986",0.918124941606445,6.5835528690204e-05,-0.00614493567920623
"hg38:chr10:68955905-68956406",7.72076336747923e-05,0.0927634120898069,0.0871284022270106
"hg38:chr5:154857618-154858119",8.92390896757007e-06,0.115663210232585,0.110170435140862
"hg38:chr2:62589609-62590110",0.0202833901880696,0.0330084422942971,0.0270022835507835
"hg38:chr3:127786286-127786787",7.30617832235873e-06,0.117767526844197,0.112287822041987
"hg38:chr10:100535645-100536146",0.00836181587237183,0.042402997051421,0.0364551895796907
"hg38:chr4:105146602-105147103",0.846965280796165,0.000232033547870164,-0.00597770537419276
"hg38:chr19:42365039-42365540",2.59462940336495e-05,0.104379424929663,0.0988165642149402
"hg38:chr1:12596332-12596833",0.0328709315100685,0.0279655865587513,0.0219281057299237
"hg38:chr17:27520431-27520932",0.0536391311706109,0.0229344941472849,0.0168657642972681
"hg38:chr17:57341432-57341933",0.0704966305391408,0.0201761465160753,0.0140902840720756
"hg38:chr7:23181713-23182214",0.236591480589697,0.00868962141837163,0.00253241409798876
"hg38:chr8:144358322-144358823",0.473176189539955,0.00320076176598546,-0.00299053785037496
"hg38:chr3:127667004-127667505",6.82362665250897e-08,0.165887710214745,0.16070688853906
"hg38:chr17:16484291-16484792",0.0471791045320365,0.0242430168974356,0.0181824145179167
"hg38:chr9:91681620-91682121",0.707098849534318,0.000879309755120836,-0.00532640881782864
"hg38:chr7:54881389-54881890",0.0749745837790872,0.0195605237404103,0.0134708375524626
"hg38:chr19:40576562-40577063",0.250164318123604,0.00820525800642011,0.00204504221763998
"hg38:chr4:3106528-3107029",0.400922520016155,0.00438632334828503,-0.00179761253153923
"hg38:chr19:41397290-41397791",0.826246902633503,0.000300189958960642,-0.00590912563135637
"hg38:chr18:45619382-45619883",1.22575170602022e-05,0.112317004549698,0.106803445571746
"hg38:chr6:41682070-41682571",0.242370040879753,0.0084793985675561,0.00232088551518078
"hg38:chr8:30743886-30744387",0.0718618479327067,0.0199841562066603,0.013897101276267
"hg38:chr1:150561933-150562434",0.015345585985611,0.0359501345975357,0.0299622472347876
"hg38:chr20:43096365-43096866",2.73504134722128e-05,0.103819943682696,0.0982536079291725
"hg38:chr6:43454452-43454953",0.000120881016799998,0.0879656988756218,0.082300889551868
"hg38:chr12:16611144-16611645",0.000396686458026533,0.0751993512381761,0.0694552478297177
"hg38:chr6:28252031-28252532",0.0363674254997027,0.026919144211435,0.0208751637406987
"hg38:chr12:125533403-125533904",0.789529931328919,0.000443804948629429,-0.00576461862311827
"hg38:chr1:203163699-203164200",0.718365852119119,0.000810034273664718,-0.00539611458177824
"hg38:chr6:51842615-51843116",0.0348799704498058,0.0273510087398812,0.0213097106575202
"hg38:chr15:91022344-91022845",0.33050142420536,0.00588248115633762,-0.00029216181784649
"hg38:chr12:93814386-93814887",0.0161417104219325,0.0354155328214302,0.0294243249507559
"hg38:chr12:20657383-20657884",5.49614899155399e-12,0.2561645473893,0.251544451410351
"hg38:chr5:154610267-154610768",0.344479212079496,0.00555265584249058,-0.000624035736127511
"hg38:chr20:19929728-19930229",3.60736845293579e-05,0.100877819951691,0.0952932101377268
"hg38:chr3:63975701-63976202",0.0929632310234651,0.0174305440793488,0.0113276282040652
"hg38:chr6:168355875-168356376",0.000133413326157304,0.0869084845774971,0.0812371087053076
"hg38:chr3:15378134-15378635",1.01389841086362e-05,0.114318434396594,0.108817306659926
"hg38:chr5:14270093-14270594",0.0326804546823272,0.0280258589846852,0.0219887525187517
"hg38:chr6:71599330-71599831",0.752507318612288,0.000619344945280127,-0.00558798831592936
"hg38:chr21:43646581-43647082",6.80012351078369e-05,0.0941200520746695,0.088493468547183
"hg38:chr1:77978891-77979392",0.364993611697481,0.00509993050925004,-0.00107957302795965
"hg38:chr19:4877971-4878472",0.214431287113508,0.00955679717843895,0.0034049760429013
"hg38:chr11:1572090-1572591",0.0570132314854663,0.0223152664837827,0.01624269049921
"hg38:chr16:71895165-71895666",2.19698501593099e-06,0.130336600440521,0.124934964418412
"hg38:chr5:154049610-154050111",9.26460333444126e-09,0.185785678618925,0.180728446809105
"hg38:chr11:43459161-43459662",8.63930106664689e-06,0.116004444610717,0.110513788987181
"hg38:chr15:70195681-70196182",0.294706907648664,0.00681768795527402,0.000648853718971316
"hg38:chr21:42666837-42667338",0.00012375776271303,0.087713681614915,0.0820473069665604
"hg38:chr2:120013246-120013747",4.27331219543101e-11,0.237315703321779,0.232578533777194
"hg38:chr16:1351682-1352183",0.722710942252775,0.000784174524109466,-0.00542213495089605
"hg38:chr3:138367861-138368362",8.29730761434892e-05,0.0919934922018014,0.0863537002278995
"hg38:chr5:142686029-142686530",0.877160914503956,0.000148845842329394,-0.00606140977355686
"hg38:chr18:5196957-5197458",0.00105340158057624,0.0646738684951366,0.0588643894174665
"hg38:chr8:62247338-62247839",0.984619856584455,2.3153507750235e-06,-0.00620885039238788
"hg38:chr7:75599223-75599724",0.00357289430035505,0.0515159661009146,0.0456247609214172
"hg38:chr8:47959932-47960433",0.0487793960417817,0.0239021417970956,0.0178394221809285
"hg38:chr1:161523678-161524179",0.00390949764703261,0.0505482548234412,0.0446510390148911
"hg38:chr12:7060356-7060857",0.641637396296738,0.00134865960063547,-0.00485414375588228
"hg38:chr3:126179767-126180268",2.01122232460605e-11,0.244293032985361,0.239599200892102
"hg38:chr1:60866225-60866726",0.00123224137343149,0.062982970662838,0.0571629891141601
"hg38:chr17:73349018-73349519",0.0921922605404463,0.0175124115838066,0.0114100042023395
"hg38:chr22:31749952-31750453",2.15202090505464e-08,0.177437383235301,0.172328298659122
"hg38:chr6:148528926-148529427",4.72006243378878e-06,0.122352200340512,0.116900971771198
"hg38:chr9:34991702-34992203",4.93087396774739e-07,0.14578048685785,0.140474775596098
"hg38:chr3:11002169-11002670",0.0198456079224517,0.0332378769373391,0.02723314325372
"hg38:chr13:20664235-20664736",0.000693916444624745,0.0691745407541695,0.0633930161625806
"hg38:chr5:166962277-166962778",0.934603804765815,4.19481512596623e-05,-0.00616897142544056
"hg38:chr19:46495699-46496200",3.04240521756248e-05,0.102688719311877,0.0971153573200255
"hg38:chr11:111604341-111604842",0.141946653905022,0.0133475672155283,0.00721929123550052
"hg38:chr8:25458525-25459026",0.00830969967391267,0.0424697337476602,0.036522340789571
"hg38:chr5:77087322-77087823",2.72304424009585e-13,0.282993686217111,0.278540230851999
"hg38:chr1:175532194-175532695",0.0744042471055452,0.0196367286966814,0.0135475158314434
"hg38:chr1:26921373-26921874",0.78375277888911,0.000469126429979838,-0.00573913986548607
"hg38:chr12:52213406-52213907",0.0341430121533713,0.0275720933162718,0.0215321684300374
"hg38:chr6:164085879-164086380",0.0531050827166281,0.0230362409299473,0.0169681430475246
"hg38:chr4:98586185-98586686",0.0974324594833527,0.0169699399210837,0.0108641631504072
"hg38:chr19:35545327-35545828",0.000107984522277897,0.0891741596459941,0.0835168562897581
"hg38:chr14:23302220-23302721",0.378239309519092,0.00482577554134186,-0.00135543082175545
"hg38:chr6:35381933-35382434",0.002945732329903,0.0535921636507262,0.0477138541081841
"hg38:chr3:124202694-124203195",0.00649450558234869,0.0451043000326172,0.0391732708402733
"hg38:chr22:32909513-32910014",0.0291433455485638,0.0292162095019343,0.0231864965174744
"hg38:chr9:133356259-133356760",0.525563564950616,0.00250750310383065,-0.00368810246695296
"hg38:chr4:6463038-6463539",0.00056298614688029,0.0714281534765607,0.0656606264795207
"hg38:chr1:39954861-39955362",7.24304915147889e-10,0.210581111814242,0.205677888906256
"hg38:chr7:139341506-139342007",2.81791036018139e-05,0.10350298189068,0.0979346774303736
"hg38:chr5:39074785-39075286",4.9427628516168e-11,0.235961476798171,0.231215895908718
"hg38:chr2:126656516-126657017",0.194242009507041,0.0104443503623347,0.00429804197949201
"hg38:chr14:53539404-53539905",1.92582871285562e-07,0.15538766997684,0.150141630659926
"hg38:chr2:239121631-239122132",3.56013119920908e-05,0.101018032301819,0.095434293372017
"hg38:chr2:241217354-241217855",0.0001128373674585,0.0887033696815591,0.0830431421640533
"hg38:chr2:200379928-200380429",0.820543344822249,0.000320565058274264,-0.00588862397863099
"hg38:chr10:91597253-91597754",0.493069238348174,0.00292294100971955,-0.00327008420140006
"hg38:chr16:84699718-84700219",0.626028729529921,0.0014785535565057,-0.00472344300525517
"hg38:chr13:97223607-97224108",0.00109845032472479,0.0642223141203707,0.0584100303571431
"hg38:chr8:64372826-64373327",0.686301074795693,0.00101579586876967,-0.00518907496434349
"hg38:chr18:5868151-5868652",3.78176617178515e-10,0.21679409210983,0.211929459141568
"hg38:chr16:62738575-62739076",0.927311039674992,5.18528388554907e-05,-0.006159005218046
"hg38:chr15:51075311-51075812",0.031130094300526,0.0285303732942057,0.0224964004575238
"hg38:chr6:32969002-32969503",0.190013247760651,0.0106438942609657,0.0044988252812201
"hg38:chr17:48048460-48048961",0.024982082858031,0.0308237554222724,0.0248040271950816
"hg38:chr14:52706922-52707423",0.00126897903832251,0.06266619528891,0.0568442461913256
"hg38:chr8:65840639-65841140",0.351892262524664,0.0053849274717278,-0.00079280589801307
"hg38:chr2:148644468-148644969",0.74153182159658,0.00067755422318016,-0.00552941748971931
"hg38:chr13:75537597-75538098",0.981548185245429,3.33271067914142e-06,-0.00620782671347801
"hg38:chr6:119034789-119035290",6.05524203251557e-05,0.0953587388581028,0.0897398490373456
"hg38:chr20:62984612-62985113",5.07863893217065e-05,0.097234916041663,0.0916276794953379
"hg38:chrX:38599424-38599925",3.59510236148601e-09,0.195074372067457,0.190074834005764
"hg38:chr1:16613344-16613845",0.230961620248048,0.00890046099028737,0.00274456323246314
"hg38:chr12:63968641-63969142",0.0189016932441008,0.033750704234657,0.0277491558137544
"hg38:chr19:53196729-53197230",0.00436831634449365,0.0493562459932932,0.0434516264031894
"hg38:chr4:44447649-44448150",0.505399837587461,0.0027599040728078,-0.00343413379009384
"hg38:chrX:71283377-71283878",0.00949539332590825,0.0410470944136013,0.0350908651863566
"hg38:chr2:19863343-19863844",0.000232283004826014,0.080956515143356,0.0752481705169172
"hg38:chr3:124033001-124033502",0.145750059098166,0.013098249351366,0.00696842481317573
"hg38:chr19:58440076-58440577",0.562440233248341,0.00208812750223855,-0.00411008288594634
"hg38:chr22:42519617-42520118",0.10506456194652,0.0162338156144289,0.0101234666430899
"hg38:chr19:48319917-48320418",0.0118696298568329,0.0386725106474499,0.0327015324527136
"hg38:chr12:111813026-111813527",0.913478509666636,7.35499493232039e-05,-0.00613717334291705
"hg38:chr12:121582072-121582573",0.000541397800342258,0.0718494791996823,0.0660845691325995
"hg38:chr19:39355255-39355756",7.14638333746622e-05,0.0935895188616785,0.0879596400968441
"hg38:chr4:107989500-107990001",0.000572764225390624,0.0712425999034335,0.065473920399728
"hg38:chr19:1473482-1473983",0.00174150255488089,0.0592536148702504,0.0534104696209971
"hg38:chr17:75878368-75878869",0.367822049358492,0.00504024080179105,-0.00113963347894306
"hg38:chr8:97375671-97376172",0.751226273508693,0.00062599074933448,-0.00558130123358901
"hg38:chr12:67441710-67442211",0.0116230807658189,0.0388955103327064,0.0329259172291829
"hg38:chr8:38625863-38626364",0.119151445102893,0.0150164441419418,0.00889853385710913
"hg38:chr10:63465162-63465663",0.000128279429223293,0.0873291074345188,0.0816603441266587
"hg38:chr19:41226096-41226597",2.39395106194237e-11,0.242685527517724,0.237981710918455
"hg38:chr16:46911064-46911565",0.000319475902608069,0.0775291785825303,0.071799546151366
"hg38:chr3:100400880-100401381",0.727820376804585,0.000754367940307797,-0.00545212666875855
"hg38:chr1:89433293-89433794",0.992257594874149,5.86689102586888e-07,-0.00621058979108924
"hg38:chr12:12684349-12684850",0.099366867477912,0.0167776049298109,0.0106706335318593
